# Type map: Nern et al. 2025 optic-lobe inventory -> MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# Source: Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0); Supplementary Tables 1, 5, 7 (MOESM4 zip), hashes in docs/audits/receptor_sources_nern2025.md.
# tier: exact = identical type name in both inventories; class = MaleCNS '<prefix>_unclear' bin whose Nern subtypes all carry one prediction;
#       unmatched = MaleCNS optic-lobe-superclass type with no Nern counterpart (evidence says why). No alias / fuzzy rows were needed: all 732 Nern names are MaleCNS names.
# nern_nt: Sup_Table_1 'predicted neurotransmitter' (EM synapse classifier trained on 59 optic-lobe types; 'unclear' = low confidence, not independently confirmed).
# fw_nt: Sup_Table_7 FlyWire prediction for the matched FlyWire type (Eckstein et al. 2024 classifier, female brain). validated_*: Sup_Table_5 experimental transmitter
#       (FISH / bulk RNA-seq / antibody); validated_in_training = yes means the type was classifier ground truth, so it is not an independent check of nern_nt.
# malecns_*: from cache/neurons.parquet (model nt after the AL-LN override; mode over the type's cells, share of cells with that mode, cells with nt = unknown);
# out_syn_W = sum |c.W| over the type's output edges (sign-0 edges are zero); out_syn_raw = uncapped MaleCNS synapse count on the model's node set.
# NT vocabulary: acetylcholine gaba glutamate histamine dopamine octopamine serotonin unclear; 'a+b' = source lists two.
source_name,malecns_type,tier,evidence,n_cells_malecns,nern_main_group,nern_n_cells_R,nern_n_cells_L,nern_nt,fw_nt,t7_matched_as,validated_nt,validated_method,validated_reference,validated_in_training,malecns_superclass,malecns_nt,malecns_nt_share,malecns_n_unknown_nt,out_syn_W,out_syn_raw
LoVP106,LoVP106,exact,"identical name; Sup_Table_1 row 334 (instance LoVP106_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6486,6486.0
LoVP107,LoVP107,exact,"identical name; Sup_Table_1 row 335 (instance LoVP107_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4368,4368.0
LoVP108,LoVP108,exact,"identical name; Sup_Table_1 row 336 (instance LoVP108_R, 2 cells, VPN)",3,VPN,2,0,gaba,unclear,1-to-1,,,,,visual_projection,gaba,1.0,0,7011,7011.0
LPC1,LPC1,exact,"identical name; Sup_Table_1 row 337 (instance LPC1_R, 109 cells, VPN)",224,VPN,109,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,visual_projection,acetylcholine,1.0,0,119941,119941.0
LPC2,LPC2,exact,"identical name; Sup_Table_1 row 338 (instance LPC2_R, 78 cells, VPN)",154,VPN,78,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,73208,73208.0
LPi2b,LPi2b,exact,"identical name; Sup_Table_1 row 339 (instance LPi2b_R, 1 cells, ONIN)",2,ONIN,1,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),Zhao et al 2023,no,ol_intrinsic,gaba,1.0,0,57226,57226.0
LPi2c,LPi2c,exact,"identical name; Sup_Table_1 row 340 (instance LPi2c_R, 27 cells, ONIN)",54,ONIN,27,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,99102,99102.0
LPi2d,LPi2d,exact,"identical name; Sup_Table_1 row 341 (instance LPi2d_R, 26 cells, ONIN)",61,ONIN,26,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,29957,29957.0
LPi2e,LPi2e,exact,"identical name; Sup_Table_1 row 342 (instance LPi2e_R, 46 cells, ONIN)",95,ONIN,46,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,74446,74446.0
LPi3a,LPi3a,exact,"identical name; Sup_Table_1 row 343 (instance LPi3a_R, 63 cells, ONIN)",123,ONIN,63,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,66677,66677.0
LPi3b,LPi3b,exact,"identical name; Sup_Table_1 row 344 (instance LPi3b_R, 22 cells, ONIN)",46,ONIN,22,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,22209,22209.0
LPi3c,LPi3c,exact,"identical name; Sup_Table_1 row 345 (instance LPi3c_R, 6 cells, ONIN)",11,ONIN,6,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,4286,4286.0
LPi4a,LPi4a,exact,"identical name; Sup_Table_1 row 346 (instance LPi4a_R, 17 cells, ONIN)",34,ONIN,17,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,14322,14322.0
LPi4b,LPi4b,exact,"identical name; Sup_Table_1 row 347 (instance LPi4b_R, 1 cells, ONIN)",2,ONIN,1,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,85357,85357.0
LPi12,LPi12,exact,"identical name; Sup_Table_1 row 348 (instance LPi12_R, 2 cells, ONIN)",4,ONIN,2,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,82543,82543.0
LPi14,LPi14,exact,"identical name; Sup_Table_1 row 349 (instance LPi14_R, 16 cells, ONIN)",33,ONIN,16,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,5350,5350.0
LPi21,LPi21,exact,"identical name; Sup_Table_1 row 350 (instance LPi21_R, 1 cells, ONIN)",2,ONIN,1,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,89509,89509.0
LPi34,LPi34,exact,"identical name; Sup_Table_1 row 351 (instance LPi34_R, 58 cells, ONIN)",119,ONIN,58,0,glutamate,gaba,1-to-1,glutamate,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,glutamate,1.0,0,69322,69322.0
LPi43,LPi43,exact,"identical name; Sup_Table_1 row 352 (instance LPi43_R, 33 cells, ONIN)",61,ONIN,33,0,glutamate,gaba,1-to-1,glutamate,antibody staining of genetically marked cells,Mauss et al 2015,yes,ol_intrinsic,glutamate,1.0,0,81903,81903.0
LPi3412,LPi3412,exact,"identical name; Sup_Table_1 row 353 (instance LPi3412_R, 57 cells, ONIN)",104,ONIN,57,0,glutamate,gaba,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,68302,68302.0
LPLC1,LPLC1,exact,"identical name; Sup_Table_1 row 354 (instance LPLC1_R, 66 cells, VPN)",134,VPN,66,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,visual_projection,acetylcholine,1.0,0,133519,133519.0
LPLC2,LPLC2,exact,"identical name; Sup_Table_1 row 355 (instance LPLC2_R, 91 cells, VPN)",185,VPN,91,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,visual_projection,acetylcholine,1.0,0,186652,186652.0
LPLC4,LPLC4,exact,"identical name; Sup_Table_1 row 356 (instance LPLC4_R, 49 cells, VPN)",97,VPN,49,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,123947,123947.0
LPT21,LPT21,exact,"identical name; Sup_Table_1 row 357 (instance LPT21_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,8284,8284.0
LPT22,LPT22,exact,"identical name; Sup_Table_1 row 358 (instance LPT22_R, 1 cells, VPN)",2,VPN,1,0,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,13739,13739.0
LPT23,LPT23,exact,"identical name; Sup_Table_1 row 359 (instance LPT23_R, 3 cells, VPN)",6,VPN,3,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,48371,48371.0
LPT26,LPT26,exact,"identical name; Sup_Table_1 row 360 (instance LPT26_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5988,5988.0
LPT27,LPT27,exact,"identical name; Sup_Table_1 row 361 (instance LPT27_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5574,5574.0
LPT28,LPT28,exact,"identical name; Sup_Table_1 row 362 (instance LPT28_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5750,5750.0
LPT29,LPT29,exact,"identical name; Sup_Table_1 row 363 (instance LPT29_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,3145,3145.0
LPT30,LPT30,exact,"identical name; Sup_Table_1 row 364 (instance LPT30_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5281,5281.0
LPT31,LPT31,exact,"identical name; Sup_Table_1 row 365 (instance LPT31_R, 4 cells, VPN)",8,VPN,4,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,12223,12223.0
LPT49,LPT49,exact,"identical name; Sup_Table_1 row 366 (instance LPT49_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,7262,7262.0
LPT50,LPT50,exact,"identical name; Sup_Table_1 row 367 (instance LPT50_R, 1 cells, VPN)",2,VPN,1,1,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,11061,11061.0
LPT51,LPT51,exact,"identical name; Sup_Table_1 row 368 (instance LPT51_R, 2 cells, VPN)",4,VPN,2,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,11872,11872.0
LPT52,LPT52,exact,"identical name; Sup_Table_1 row 369 (instance LPT52_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6025,6025.0
LPT53,LPT53,exact,"identical name; Sup_Table_1 row 370 (instance LPT53_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,11826,11826.0
LPT54,LPT54,exact,"identical name; Sup_Table_1 row 371 (instance LPT54_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,30134,30134.0
LPT60,LPT60,exact,"identical name; Sup_Table_1 row 372 (instance LPT60_R, 1 cells, VCN)",2,VCN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,15429,15429.0
LPT100,LPT100,exact,"identical name; Sup_Table_1 row 373 (instance LPT100_R, 19 cells, VPN)",40,VPN,19,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,13115,13115.0
LPT101,LPT101,exact,"identical name; Sup_Table_1 row 374 (instance LPT101_R, 6 cells, VPN)",11,VPN,6,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,FISH (Long  et al),This study,no,visual_projection,acetylcholine,1.0,0,3482,3482.0
LPT110,LPT110,exact,"identical name; Sup_Table_1 row 375 (instance LPT110_R, 1 cells, VCN)",2,VCN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,5297,5297.0
LPT111,LPT111,exact,"identical name; Sup_Table_1 row 376 (instance LPT111_R, 51 cells, VCN)",101,VCN,51,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,81568,81568.0
LPT112,LPT112,exact,"identical name; Sup_Table_1 row 377 (instance LPT112_R, 20 cells, VCN)",39,VCN,20,0,gaba,gaba,2-to-1,,,,,visual_centrifugal,gaba,1.0,0,20275,20275.0
LPT113,LPT113,exact,"identical name; Sup_Table_1 row 378 (instance LPT113_R, 12 cells, VCN)",22,VCN,12,0,gaba,gaba,2-to-1,,,,,visual_centrifugal,gaba,1.0,0,18084,18084.0
LPT114,LPT114,exact,"identical name; Sup_Table_1 row 379 (instance LPT114_R, 11 cells, VCN)",22,VCN,11,0,gaba,gaba,3-to-1,,,,,visual_centrifugal,gaba,1.0,0,54257,54257.0
LPT115,LPT115,exact,"identical name; Sup_Table_1 row 380 (instance LPT115_R, 3 cells, VCN)",6,VCN,3,0,gaba,gaba,3-to-1,,,,,visual_centrifugal,gaba,1.0,0,6952,6952.0
LPT116,LPT116,exact,"identical name; Sup_Table_1 row 381 (instance LPT116_R, 5 cells, VCN)",11,VCN,5,0,gaba,gaba,3-to-1,,,,,visual_centrifugal,gaba,1.0,0,11309,11309.0
LT1a,LT1a,exact,"identical name; Sup_Table_1 row 382 (instance LT1a_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,17558,17558.0
LT1b,LT1b,exact,"identical name; Sup_Table_1 row 383 (instance LT1b_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,21201,21201.0
LT1c,LT1c,exact,"identical name; Sup_Table_1 row 384 (instance LT1c_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,11927,11927.0
LT1d,LT1d,exact,"identical name; Sup_Table_1 row 385 (instance LT1d_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,24725,24725.0
LT11,LT11,exact,"identical name; Sup_Table_1 row 386 (instance LT11_R, 1 cells, VPN)",2,VPN,1,0,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,19821,19821.0
LT34,LT34,exact,"identical name; Sup_Table_1 row 387 (instance LT34_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,13681,13681.0
LT37,LT37,exact,"identical name; Sup_Table_1 row 388 (instance LT37_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,18590,18590.0
LT39,LT39,exact,"identical name; Sup_Table_1 row 389 (instance LT39_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,27467,27467.0
LT40,LT40,exact,"identical name; Sup_Table_1 row 390 (instance LT40_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,10743,10743.0
LT41,LT41,exact,"identical name; Sup_Table_1 row 391 (instance LT41_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,8577,8577.0
LT42,LT42,exact,"identical name; Sup_Table_1 row 392 (instance LT42_R, 1 cells, VCN)",2,VCN,1,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,25533,25533.0
LT43,LT43,exact,"identical name; Sup_Table_1 row 393 (instance LT43_R, 2 cells, VPN)",4,VPN,2,0,gaba,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,7806,7806.0
LT47,LT47,exact,"identical name; Sup_Table_1 row 394 (instance LT47_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,1700,1700.0
LT51,LT51,exact,"identical name; Sup_Table_1 row 395 (instance LT51_R, 11 cells, VPN)",22,VPN,11,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,50230,50230.0
LT52,LT52,exact,"identical name; Sup_Table_1 row 396 (instance LT52_R, 17 cells, VPN)",34,VPN,17,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,71237,71237.0
LT54,LT54,exact,"identical name; Sup_Table_1 row 397 (instance LT54_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,4916,4916.0
LT55,LT55,exact,"identical name; Sup_Table_1 row 398 (instance LT55_R, 1 cells, VPN)",2,VPN,1,1,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,7560,7560.0
LT56,LT56,exact,"identical name; Sup_Table_1 row 399 (instance LT56_R, 1 cells, VCN)",2,VCN,1,0,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,29141,29141.0
LT58,LT58,exact,"identical name; Sup_Table_1 row 400 (instance LT58_R, 1 cells, ONCN)",2,ONCN,1,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,37223,37223.0
LT59,LT59,exact,"identical name; Sup_Table_1 row 401 (instance LT59_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,2217,2217.0
LT60,LT60,exact,"identical name; Sup_Table_1 row 402 (instance LT60_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5918,5918.0
LT61a,LT61a,exact,"identical name; Sup_Table_1 row 403 (instance LT61a_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,8179,8179.0
LT61b,LT61b,exact,"identical name; Sup_Table_1 row 404 (instance LT61b_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,12780,12780.0
LT62,LT62,exact,"identical name; Sup_Table_1 row 405 (instance LT62_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,18261,18261.0
LT63,LT63,exact,"identical name; Sup_Table_1 row 406 (instance LT63_R, 2 cells, VPN)",4,VPN,2,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,12087,12087.0
LT64,LT64,exact,"identical name; Sup_Table_1 row 407 (instance LT64_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,2245,2245.0
LT65,LT65,exact,"identical name; Sup_Table_1 row 408 (instance LT65_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,7573,7573.0
LT66,LT66,exact,"identical name; Sup_Table_1 row 409 (instance LT66_R, 1 cells, VPN)",2,VPN,1,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,10708,10708.0
LT67,LT67,exact,"identical name; Sup_Table_1 row 410 (instance LT67_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4843,4843.0
LT68,LT68,exact,"identical name; Sup_Table_1 row 411 (instance LT68_R, 2 cells, VPN)",4,VPN,2,0,glutamate,gaba,1-to-1,,,,,visual_projection,glutamate,1.0,0,4616,4616.0
LT69,LT69,exact,"identical name; Sup_Table_1 row 412 (instance LT69_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,3352,3352.0
LT70,LT70,exact,"identical name; Sup_Table_1 row 413 (instance LT70_R, 6 cells, VCN)",11,VCN,6,0,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,8529,8529.0
LT72,LT72,exact,"identical name; Sup_Table_1 row 414 (instance LT72_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6744,6744.0
LT73,LT73,exact,"identical name; Sup_Table_1 row 415 (instance LT73_R, 2 cells, VPN)",3,VPN,2,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,4683,4683.0
LT74,LT74,exact,"identical name; Sup_Table_1 row 416 (instance LT74_R, 3 cells, VPN)",6,VPN,3,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,9271,9271.0
LT75,LT75,exact,"identical name; Sup_Table_1 row 417 (instance LT75_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4847,4847.0
LT76,LT76,exact,"identical name; Sup_Table_1 row 418 (instance LT76_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6152,6152.0
LT77,LT77,exact,"identical name; Sup_Table_1 row 419 (instance LT77_R, 3 cells, VPN)",6,VPN,3,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,9680,9680.0
LT78,LT78,exact,"identical name; Sup_Table_1 row 420 (instance LT78_R, 4 cells, VPN)",8,VPN,4,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,14308,14308.0
LT79,LT79,exact,"identical name; Sup_Table_1 row 421 (instance LT79_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,17232,17232.0
LT80,LT80,exact,"identical name; Sup_Table_1 row 422 (instance LT80_R, 2 cells, VPN)",4,VPN,2,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6334,6334.0
LT81,LT81,exact,"identical name; Sup_Table_1 row 423 (instance LT81_R, 6 cells, VPN)",11,VPN,6,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,4609,4609.0
LT82a,LT82a,exact,"identical name; Sup_Table_1 row 424 (instance LT82a_R, 2 cells, VPN)",4,VPN,2,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,15592,15592.0
LT82b,LT82b,exact,"identical name; Sup_Table_1 row 425 (instance LT82b_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5553,5553.0
LT83,LT83,exact,"identical name; Sup_Table_1 row 426 (instance LT83_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,21066,21066.0
LT84,LT84,exact,"identical name; Sup_Table_1 row 427 (instance LT84_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6431,6431.0
LT85,LT85,exact,"identical name; Sup_Table_1 row 428 (instance LT85_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5159,5159.0
LT86,LT86,exact,"identical name; Sup_Table_1 row 429 (instance LT86_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,12758,12758.0
LT87,LT87,exact,"identical name; Sup_Table_1 row 430 (instance LT87_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,19681,19681.0
LT88,LT88,exact,"identical name; Sup_Table_1 row 431 (instance LT88_R, 1 cells, ONCN)",2,ONCN,1,0,glutamate,gaba,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,11387,11387.0
MeLo1,MeLo1,exact,"identical name; Sup_Table_1 row 432 (instance MeLo1_R, 63 cells, ONCN)",123,ONCN,63,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,122875,122875.0
MeLo2,MeLo2,exact,"identical name; Sup_Table_1 row 433 (instance MeLo2_R, 71 cells, ONCN)",145,ONCN,71,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,81226,81226.0
MeLo3a,MeLo3a,exact,"identical name; Sup_Table_1 row 434 (instance MeLo3a_R, 57 cells, ONCN)",107,ONCN,57,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,34359,34359.0
MeLo3b,MeLo3b,exact,"identical name; Sup_Table_1 row 435 (instance MeLo3b_R, 40 cells, ONCN)",81,ONCN,40,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,38096,38096.0
MeLo4,MeLo4,exact,"identical name; Sup_Table_1 row 436 (instance MeLo4_R, 34 cells, ONCN)",68,ONCN,34,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,27594,27594.0
MeLo5,MeLo5,exact,"identical name; Sup_Table_1 row 437 (instance MeLo5_R, 19 cells, ONCN)",37,ONCN,19,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,8642,8642.0
MeLo6,MeLo6,exact,"identical name; Sup_Table_1 row 438 (instance MeLo6_R, 30 cells, ONCN)",62,ONCN,30,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,25750,25750.0
MeLo7,MeLo7,exact,"identical name; Sup_Table_1 row 439 (instance MeLo7_R, 48 cells, ONCN)",96,ONCN,48,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,60178,60178.0
MeLo8,MeLo8,exact,"identical name; Sup_Table_1 row 440 (instance MeLo8_R, 23 cells, ONCN)",47,ONCN,23,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,241114,241114.0
MeLo9,MeLo9,exact,"identical name; Sup_Table_1 row 441 (instance MeLo9_R, 42 cells, ONCN)",82,ONCN,42,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,246819,246819.0
MeLo10,MeLo10,exact,"identical name; Sup_Table_1 row 442 (instance MeLo10_R, 30 cells, ONCN)",61,ONCN,30,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,135656,135656.0
MeLo11,MeLo11,exact,"identical name; Sup_Table_1 row 443 (instance MeLo11_R, 27 cells, ONCN)",50,ONCN,27,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,42719,42719.0
MeLo12,MeLo12,exact,"identical name; Sup_Table_1 row 444 (instance MeLo12_R, 25 cells, ONCN)",50,ONCN,25,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,75384,75384.0
MeLo13,MeLo13,exact,"identical name; Sup_Table_1 row 445 (instance MeLo13_R, 37 cells, ONCN)",73,ONCN,37,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,96897,96897.0
MeLo14,MeLo14,exact,"identical name; Sup_Table_1 row 446 (instance MeLo14_R, 20 cells, ONCN)",39,ONCN,20,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,85700,85700.0
MeTu1,MeTu1,exact,"identical name; Sup_Table_1 row 447 (instance MeTu1_R, 124 cells, VPN)",250,VPN,124,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,visual_projection,acetylcholine,0.996,1,124187,124187.0
MeTu2a,MeTu2a,exact,"identical name; Sup_Table_1 row 448 (instance MeTu2a_R, 36 cells, VPN)",70,VPN,36,0,acetylcholine,acetylcholine,2-to-1,,,,,visual_projection,acetylcholine,1.0,0,17683,17683.0
