# nt_by_type_transcriptome.csv -- transmitter identity per MaleCNS v1.0 type from synthesis / transport genes, built by
# scripts/build_receptor_table.py from the per-source tables in flyverse/data/ (Özel 2021 GSE142787; Davis 2020 GSE116969;
# Davie 2018 GSE107451; Fly Cell Atlas 2022 head; Nern 2025 Sup. Table 1) and cache/neurons.parquet. Rules and thresholds:
# docs/audits/receptor_rules.md section 2; disagreements: docs/audits/receptor_nt_disagreements.md.
# nt_transcriptome: acetylcholine = ChAT|VAChT on; gaba = Gad1 on (VGAT unused: 60-586 TPM with P(on) = 1 in every non-photoreceptor
# neuronal QC-pass Davis row); glutamate = VGlut;
# histamine = Hdc; dopamine = ple&DAT; octopamine = Tdc2&Tbh; serotonin = Trh&SerT ('on' = source mixture-model P(on) >= 0.5
# [ozel2021], P(on) >= 0.5 & TPM >= 10 [davis2020], fraction of cells >= 0.2 [davie2018 / fca2022 / kurmangaliyev2020 96 h APF]);
# primary = highest classical
# marker level (expm1-linearised for the 10x sources), monoamines only when no classical marker is on; majority over sources
# (circular NT-class selections excluded; mixed pools never outvote per-type rows); none = no marker on.
# confidence: high = exact/alias tier and >= 2 sources agree; medium = exact/alias single source or >= 2 fuzzy/class; low = single
# fuzzy/class, suboptimal driver, mixed pool (pool_mixed: member types' majority model label < 90 % of pool cells; pool_labels
# lists them), weak marker (marker_rank < 0.25 = quantile of the marker level among the source's on-profiles) or disagreement.
# malecns_consensus = mode of the model nt over the type's cells (share given); nern2025_prediction = Nern 2025; agreement = joint
# flag; out_syn_raw = uncapped raw output synapses on the node set (-1 if the raw weights were unavailable); out_syn_W = |W|
# (sign-0 cells contribute 0).
malecns_type,n_cells,superclass,out_syn_W,out_syn_raw,nt_transcriptome,nt_secondary,co_monoamine,confidence,tier,source,source_name,qc,marker_rank,pool_mixed,pool_labels,sources_agreeing,sources_disagreeing,n_sources,malecns_consensus,malecns_consensus_share,n_unknown_cells,nern2025_prediction,nern2025_validated,agree_model,agree_nern,agreement,model_sign,transcriptome_sign,marker_scores
MBON25,2,cb_intrinsic,1714,1714,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON25-like,4,cb_intrinsic,3372,3372,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON26,2,cb_intrinsic,12871,12871,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON27,2,cb_intrinsic,4775,4775,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON28,2,cb_intrinsic,3154,3154,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON29,2,cb_intrinsic,4136,4136,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON30,2,cb_intrinsic,11941,11941,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON31,2,cb_intrinsic,6619,6619,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON32,2,cb_intrinsic,7927,7927,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON33,2,cb_intrinsic,10689,10689,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON34,2,cb_intrinsic,1540,1540,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON35,2,cb_intrinsic,12308,12308,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MZ_lv2PN,2,cb_intrinsic,14791,14791,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_VPNml66,6,cb_intrinsic,1719,1719,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_adPNm3,2,cb_intrinsic,7032,7032,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_adPNm4,2,cb_intrinsic,1950,1950,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_adPNm5,9,cb_intrinsic,5552,5552,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_adPNm7,3,cb_intrinsic,2126,2126,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_adPNm8,6,cb_intrinsic,4660,4660,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_ilPNm90,2,cb_intrinsic,6993,6993,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_imPNl92,2,cb_intrinsic,7937,7937,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PN10t19,4,cb_intrinsic,8668,8668,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PN3t18,4,cb_intrinsic,9851,9851,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNl20,2,cb_intrinsic,11039,11039,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNl21,2,cb_intrinsic,6681,6681,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNl22,2,cb_intrinsic,4920,4920,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNl23,2,cb_intrinsic,5403,5403,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNm14,2,cb_intrinsic,5136,5136,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNm15,2,cb_intrinsic,7697,7697,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNm16,4,cb_intrinsic,14115,14115,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_l2PNm17,2,cb_intrinsic,2253,2253,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm11A,6,cb_intrinsic,4255,4255,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm11B,2,cb_intrinsic,1607,1607,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm11C,2,cb_intrinsic,2364,2364,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm11D,12,cb_intrinsic,18567,18567,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm12,2,cb_intrinsic,1956,1956,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lPNm13,7,cb_intrinsic,7020,7020,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lv2PN9t49_a,2,cb_intrinsic,4558,4558,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lv2PN9t49_b,2,cb_intrinsic,5185,5185,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm24,4,cb_intrinsic,7646,7646,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm25,4,cb_intrinsic,3439,3439,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm26,4,cb_intrinsic,2534,2534,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm27,1,cb_intrinsic,665,665,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm28,2,cb_intrinsic,1413,1413,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm29,2,cb_intrinsic,1074,1074,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm30,2,cb_intrinsic,1648,1648,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm31,2,cb_intrinsic,1237,1237,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm32,2,cb_intrinsic,1485,1485,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm33,5,cb_intrinsic,3424,3424,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm35,5,cb_intrinsic,2119,2119,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm37,5,cb_intrinsic,1367,1367,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm38,2,cb_intrinsic,679,679,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm39,2,cb_intrinsic,4193,4193,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm40,4,cb_intrinsic,2137,2137,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm41,5,cb_intrinsic,3568,3568,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm42,3,cb_intrinsic,2453,2453,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm43,4,cb_intrinsic,3661,3661,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm44,2,cb_intrinsic,1040,1040,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm45,7,cb_intrinsic,6892,6892,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm46,4,cb_intrinsic,2219,2219,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm47,4,cb_intrinsic,2543,2543,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_lvPNm48,8,cb_intrinsic,4278,4278,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_smPN6t2,2,cb_intrinsic,6138,6138,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_smPNm1,2,cb_intrinsic,2782,2782,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_spPN4t9,2,cb_intrinsic,7155,7155,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_spPN5t10,2,cb_intrinsic,5426,5426,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
M_vPNml50,4,cb_intrinsic,8466,8466,acetylcholine,,,low,class,fca2022,antennal lobe projection neuron,pass,0.974,True,acetylcholine:465;gaba:209;glutamate:8,fca2022,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=4.31*;gaba=0.0845;glutamate=0;histamine=0;dopamine=0;octopamine=0.0506;serotonin=0
